ParcelID,Address,Ward,Neigh,AssN,Usage,Description,BldgSF,Front,Side1,LotSF,Add#,Street Name
43870001800,4910 San Francisco Av,1,69,301,Residential,1 Story Brick Residence,"1,127",28,135,"3,170",4910,San Francisco
44530000400,4864 Palm St,1,55,301,Residential,1 Story Frame Residence,622,20,107.5,"2,457",4864,Palm
54640000200,4960 Margaretta Av,1,69,301,Residential,2 Story Frame Residence,"1,330",35,118.95,"4,163",4960,Margaretta
43800300200,4237 N Euclid Av,1,69,302,Residential,2 Story Frame Residence,"1,082",33.33,115,"4,082",4237,Euclid
43831700610,4122 Clara Pl,1,69,302,Residential,1 Story Frame Residence,560,75,110,"8,193",4122,Clara
43831702200,4113 Walbridge Pl,1,69,302,Residential,1 Story Frame Residence,630,25,110,"2,750",4113,Walbridge
43831702400,4107 Walbridge Pl,1,69,302,Residential,1 Story Frame Residence,952,50,110,"3,150",4107,Walbridge
43910102800,4877 Carter Av,1,69,302,Residential,2 Story Frame Residence,912,30,120,"3,600",4877,Carter
54630001000,4936 Farlin Av,1,69,302,Residential,2 Story Frame Residence,"1,184",30,120,"3,600",4936,Farlin
50910000800,4926 Geraldine Av,1,71,326,Residential,2 Story Frame Residence,970,33.33,127.5,"4,388",4926,Geraldine
50800001600,5452 Geraldine Av,1,71,327,Residential,2 Story Frame Residence,"1,440",30,127.5,"3,825",5452,Geraldine
50810001300,5448 Union Blvd,1,71,327,Residential,1 Story Frame Residence,957,33.33,127.5,"3,961",5448,Union
50810001800,5462 Union Blvd,1,71,327,Residential,1 Story Brick Residence,760,25,127.5,"2,827",5462,Union
50840001000,5334 Union Blvd,1,71,327,Residential,1.5 Story Frame Residence,"1,197",25,127.5,"3,188",5334,Union
50840002100,5370 Union Blvd,1,71,327,Residential,1 Story Brick Residence,880,25,127.5,"3,187",5370,Union
50840004200,5321 Geraldine Av,1,71,327,Residential,1 Story Frame Residence,920,25,127.5,"3,211",5321,Geraldine
50850000300,5306 Geraldine Av,1,71,327,Residential,2 Story Frame Residence,"1,488",25,127.5,"3,237",5306,Geraldine
50860002100,5064 Geraldine Av,1,71,327,Residential,1 Story Frame Residence,721,25,127.5,"3,113",5064,Geraldine
50860002200,5066 Geraldine Av,1,71,327,Residential,1 Story Frame Residence,782,25,127.5,"3,230",5066,Geraldine
50870001100,5028 Union Blvd,1,71,327,Residential,1 Story Brick Residence,917,25,128,"3,054",5028,Union
50870002700,5072 Union Blvd,1,71,327,Residential,2 Story Frame Residence,990,30,128,"3,840",5072,Union
50880000800,5030 Claxton Av,1,71,327,Residential,1 Story Brick Residence,702,29,125,"3,467",5030,Claxton
50880003500,5091 Union Blvd,1,71,327,Residential,2 Story Frame Residence,"1,080",25,120.6,"2,770",5091,Union
52610001000,4949 Harney Av,1,71,329,Residential,1 Story Frame Residence,"1,120",50,112.5,"5,479",4949,Harney
52620002700,4966 Harney Av,1,71,329,Residential,1 Story Frame Residence,722,25,112.5,"2,812",4966,Harney
54660000200,4917 Ashby Av,1,71,329,Residential,2 Story Frame Residence,945,30,112.5,"3,375",4917,Ashby
54660000700,4935 Ashby Av,1,71,329,Residential,2 Story Frame Residence,"1,088",25,112.6,"2,848",4935,Ashby
44980001700,5239 Terry Av,1,52,343,Residential,1 Story Brick Residence,970,25.16,142.5,"3,576",5239,Terry
44980001800,5243 Terry Av,1,52,343,Residential,1 Story Brick Residence,867,31.1,142.5,"4,432",5243,Terry
44990500600,5206 St Louis Av,1,52,343,Residential,1 Story Brick Residence,852,27.5,137.5,"3,781",5206,St Louis
44990501400,5140 St Louis Av,1,52,343,Residential,1 Story Brick Residence,"1,012",33.33,137,"5,295",5140,St Louis
45000100400,5044 Terry Av,1,52,343,Residential,1 Story Brick Residence,990,25,150,"3,731",5044,Terry
50280000200,5256 Terry Av,1,52,343,Residential,1 Story Brick Residence,912,30,150,"4,369",5256,Terry
50280000800,5238 Terry Av,1,52,343,Residential,1 Story Brick Residence,996,28,142.5,"3,975",5238,Terry
50280003200,2812 Union Blvd,1,52,343,Residential,1 Story Brick Residence,858,25,135,"3,172",2812,Union
45190102400,3321 William Pl,1,50,344,Residential,1.5 Story Frame Residence,882,25,109,"2,533",3321,William
52470002000,5321 Labadie Av,1,50,344,Residential,2.5 Story Frame Residence,"1,320",40,133,"5,320",5321,Labadie
42880002400,8917 Newby St,2,74,333,Residential,1 Story Frame Residence,"1,005",25,127.5,"3,187",8917,Newby
54330002100,1100 Howell St,2,74,333,Residential,1 Story Frame Residence,972,56.42,123,"5,274",1100,Howell
54340000600,8984 Edna St,2,74,333,Residential,1 Story Frame Residence,900,30,127.5,"3,922",8984,Edna
52760001500,928 Canaan Av,2,74,334,Residential,1 Story Frame Residence,880,70,137.5,"8,803",928,Canaan
52770000950,942 Elias Av,2,74,334,Residential,1.5 Story Brick Residence,535,30,127.6,"3,931",942,Elias
53990000600,954 Harlan Av,2,74,334,Residential,1 Story Frame Residence,918,35,127.5,"5,594",954,Harlan
53990002400,868 Harlan Av,2,74,334,Residential,2 Story Frame Residence,"1,104",25,127.5,"2,658",868,Harlan
53990002600,864 Harlan Av,2,74,334,Residential,1 Story Brick Residence,"1,188",50,127.5,"6,244",864,Harlan
53990003100,845 Elias Av,2,74,334,Residential,1.5 Story Frame Residence,"1,440",40,127.5,"5,383",845,Elias
53990005700,979 Elias Av,2,74,334,Residential,1.5 Story Frame Residence,"1,049",42,127.5,"5,519",979,Elias
54010001200,8653 N Broadway,2,74,334,Residential,1 Story Frame Residence,714,25,120,"3,000",8653,Broadway
56370003400,8511 N Broadway,2,74,334,Residential,1 Story Brick Residence,940,30,115,"3,450",8511,Broadway
56370003500,8509 N Broadway,2,74,334,Residential,1 Story Brick Residence,928,30,115,"3,366",8509,Broadway
42500000600,1034 Gimblin St,2,74,335,Residential,2 Story Frame Residence,"1,184",50,150,"7,500",1034,Gimblin
54310001400,1026 Garth Av,2,74,335,Residential,1 Story Brick Residence,940,26.7,158.1,"3,938",1026,Garth
54310001800,1016 Garth Av,2,74,335,Residential,2 Story Frame Residence,"1,377",25,145.5,"2,634",1016,Garth
42300001100,7861 Hall St,2,74,336,Residential,1 Story Frame Residence,"1,179",36.7,94.48,"2,911",7861,Hall
42930002200,8425 Lowell St,2,74,336,Residential,1 Story Concrete Block Residence,705,28.1,107.1,"2,219",8425,Lowell
42930003500,8426 Lowell La,2,74,336,Residential,1 Story Frame Residence,630,57.5,107.33,"6,169",8426,Lowell
42930003900,8442 Lowell La,2,74,336,Residential,1 Story Concrete Block Residence,512,28.83,107.83,"3,118",8442,Lowell
42930004000,8446 Lowell La,2,74,336,Residential,1 Story Concrete Block Residence,512,28.83,107.83,"2,335",8446,Lowell
42930004100,8450 Lowell La,2,74,336,Residential,1 Story Concrete Block Residence,512,28.83,107.75,"2,384",8450,Lowell
56300001300,600 Logan St,2,74,336,Residential,1 Story Frame Residence,816,41,127.5,"6,702",600,Logan
60190000700,8432 Lowell St,2,74,336,Residential,1 Story Brick Residence,"1,088",40,200,"8,000",8432,Lowell
23900000300,3642 Hebert St,3,59,310,Residential,1 Story Brick Residence,"1,074",25,162.18,"3,921",3642,Hebert
23910002000,3641 Hebert St,3,59,310,Residential,1 Story Brick Residence,967,25,162,"3,913",3641,Hebert
24870001800,4246 Gano Av,3,67,311,Residential,1 Story Brick Residence,"1,089",25,107.5,"2,806",4246,Gano
24880000300,3736 Penrose St,3,67,311,Residential,1 Story Frame Residence,603,35,102.58,"3,428",3736,Penrose
33540001200,4230 Desoto Av,3,67,311,Residential,1 Story Brick Residence,943,25,120,"2,909",4230,Desoto
33540002800,4241 Prairie Av,3,67,311,Residential,2 Story Frame Residence,"1,286",20,120,"2,325",4241,Prairie
33540003400,4227 Prairie Av,3,67,311,Residential,2 Story Brick Residence,"1,302",50,120,"6,025",4227,Prairie
33540003600,4219 Prairie Av,3,67,311,Residential,1 Story Brick Residence,666,25,120,"2,787",4219,Prairie
33560003100,4349 Desoto Av,3,67,311,Residential,1 Story Frame Residence,834,25,120,"3,000",4349,Desoto
33940002800,4347 Linton Av,3,67,311,Residential,1 Story Brick Residence,720,25,120,"3,000",4347,Linton
33940003000,4341 Linton Av,3,67,311,Residential,1 Story Brick Residence,"1,146",25,120,"2,764",4341,Linton
35780001000,3810 Penrose St,3,67,311,Residential,2 Story Frame Residence,"1,414",25,108,"2,700",3810,Penrose
35870006400,3917 Sherman Pl,3,67,311,Residential,1 Story Brick Residence,799,25,110,"2,726",3917,Sherman
24740000700,1532 John Av,3,66,312,Residential,3 Story Brick Residence,"1,496",29,110,"3,070",1532,John
24760000500,2034 Gano Av,3,66,312,Residential,1 Story Brick Residence,774,25,110,"2,750",2034,Gano
33080000200,2144 E Prairie Av,3,66,312,Residential,1.5 Story Brick Residence,833,50,112.15,"5,139",2144,Prairie
33080001800,2115 Gano Av,3,66,312,Residential,2 Story Frame Residence,"1,134",25,112.5,"2,813",2115,Gano
33090003200,2041 Gano Av,3,66,312,Residential,1 Story Brick Residence,"1,065",25,112.51,"2,812",2041,Gano
33100001200,1826 E Prairie Av,3,66,312,Residential,1 Story Brick Residence,990,25,112.5,"2,658",1826,Prairie
24120001400,4015 N 11th St,3,65,313,Residential,2 Story Brick Residence,"1,438",25,115,"2,884",4015,11th
24120001500,4011 N 11th St,3,65,313,Residential,2 Story Brick Residence,"1,370",30,115,"3,450",4011,11th
24120001700,4005 N 11th St,3,65,313,Residential,2 Story Brick Residence,"1,460",25,115,"2,875",4005,11th
24320000600,4318 Strodtman Pl,3,66,313,Residential,2 Story Brick Residence,"1,312",25,117.5,"2,883",4318,Strodtman
24320000700,4320 Strodtman Pl,3,66,313,Residential,1 Story Brick Residence,640,25,117.5,"2,937",4320,Strodtman
24350001000,4234 N Florissant Av,3,65,313,Residential,1.5 Story Brick Residence,841,25,105,"2,625",4234,Florissant
24360000900,4248 N 21st St,3,65,313,Residential,1 Story Brick Residence,850,25,136.75,"3,352",4248,21st
24430000800,4320 19th St,3,66,313,Residential,1 Story Brick Residence,850,25,130,"3,264",4320,19th
24430001200,4330 19th St,3,66,313,Residential,1 Story Frame Residence,985,25,130,"3,157",4330,19th
24430001400,4336 19th St,3,66,313,Residential,1 Story Frame Residence,760,25,130,"3,339",4336,19th
24430004900,4329 Blair Av,3,66,313,Residential,2 Story Brick Residence,"1,376",25,131.5,"6,832",4329,Blair
24460000500,1417 Bissell St,3,66,313,Residential,1 Story Brick Residence,900,29.5,100,"2,889",1417,Bissell
19460000800,4117 Glasgow Av,3,67,314,Residential,2 Story Brick Residence,"1,464",25,87.42,"2,186",4117,Glasgow
23990000500,4020 Glasgow Av,3,65,314,Residential,1 Story Brick Residence,626,25,106.8,"2,903",4020,Glasgow
23990000600,4022 Glasgow Av,3,65,314,Residential,1 Story Brick Residence,626,25,106.2,"2,656",4022,Glasgow
23990002100,4003 25th St,3,65,314,Residential,2 Story Brick Residence,"1,472",18.5,127.5,"2,358",4003,25th
24020001700,4021 N Florissant Av,3,65,314,Residential,2 Story Brick Residence,"1,358",25,139.5,"3,488",4021,Florissant
24020002400,4001 N Florissant Av,3,65,314,Residential,2 Story Frame Residence,"1,296",25,139.5,"3,488",4001,Florissant
24290001800,4225 Peck St,3,67,314,Residential,1 Story Brick Residence,"1,209",40,112.5,"4,500",4225,Peck
24290002300,4209 Peck St,3,67,314,Residential,1 Story Brick Residence,908,27,112.5,"3,037",4209,Peck
18900003400,2441 Laflin St,3,59,316,Residential,1 Story Brick Residence,660,25,120,"3,000",2441,Laflin
10730001500,2521 W Sullivan Av,3,60,317,Residential,1 Story Brick Residence,990,25,144,"3,990",2521,Sullivan
11400000300,1916 Palm St,3,63,341,Residential,2 Story Brick Residence,"1,464",25,147.04,"3,638",1916,Palm
11580000400,2010 Branch St,3,65,341,Residential,1.5 Story Brick Residence,705,48.07,30,"1,431",2010,Branch
11600000900,2103 Branch St,3,65,341,Residential,1 Story Brick Residence,760,25.43,135.25,"2,965",2103,Branch
11600001200,2111 Branch St,3,65,341,Residential,1 Story Brick Residence,760,51.9,65.14,"3,318",2111,Branch
11680001850,2017 Destrehan St,3,65,341,Residential,1.5 Story Frame Residence,940,39,100,"3,900",2017,Destrehan
11720500200,1926 Destrehan St,3,65,341,Residential,1 Story Brick Residence,895,35,93,"3,255",1926,Destrehan
11720501500,1919 Agnes St,3,65,341,Residential,1 Story Brick Residence,704,29,93,"2,639",1919,Agnes
11720600600,1916 Agnes St,3,65,341,Residential,1 Story Brick Residence,704,29,93,"2,697",1916,Agnes
11720601900,1923 Angelrodt St,3,65,341,Residential,1 Story Frame Residence,936,30,92.8,"2,805",1923,Angelrodt
11730600200,1922 Garden St,3,65,341,Residential,1 Story Brick Residence,773,30,84.5,"2,489",1922,Garden
11810601400,1507 Angelrodt St,3,65,341,Residential,2 Story Frame Residence,887,25.83,93.83,"2,424",1507,Angelrodt
37740302900,4524 Evans Av,4,54,234,Residential,2 Story Brick Residence,"1,276",25,153,"3,825",4524,Evans
37760002600,4549 Evans Av,4,54,234,Residential,1 Story Brick Residence,788,25,140,"3,500",4549,Evans
37100202600,3009 N Taylor Av,4,56,307,Residential,1 Story Brick Residence,"1,116",26.5,145,"4,770",3009,Taylor
37100204900,4627 Labadie Av,4,56,307,Residential,1 Story Brick Residence,"1,032",24,160,"4,112",4627,Labadie
44490100100,4620 Lexington Av,4,56,307,Residential,1 Story Brick Residence,748,27.37,182.06,"5,426",4620,Lexington
44490102100,3512 Cora Av,4,56,307,Residential,1 Story Brick Residence,"1,035",29.5,97.92,"2,864",3512,Cora
44620503800,4515 Elmbank Av,4,56,307,Residential,1 Story Brick Residence,864,21.21,128.5,"3,251",4515,Elmbank
44800002400,4770 Greer Av,4,55,307,Residential,1 Story Stucco Residence,"1,057",25,155,"4,269",4770,Greer
44800005300,4729 Labadie Av,4,55,307,Residential,2 Story Brick Residence,"1,494",25,150,"3,125",4729,Labadie
37120001600,4637 Maffitt Av,4,56,308,Residential,1 Story Brick Residence,966,25,145,"3,625",4637,Maffitt
37120001700,4639 Maffitt Av,4,56,308,Residential,2 Story Brick Residence,"1,024",25,145,"3,625",4639,Maffitt
37120002100,4649 Maffitt Av,4,56,308,Residential,1 Story Brick Residence,794,26,145,"3,920",4649,Maffitt
37130002400,4633 Kennerly Av,4,56,308,Residential,2 Story Brick Residence,"1,496",25,145,"3,625",4633,Kennerly
37800002600,4738 Leduc St,4,55,308,Residential,1 Story Brick Residence,"1,166",33.83,236.58,"8,018",4738,Leduc
44710000300,4654 Cottage Av,4,56,308,Residential,1 Story Brick Residence,"1,058",27.1,130.03,"3,412",4654,Cottage
44720001300,4634 St Ferdinand Av,4,56,308,Residential,1 Story Brick Residence,940,29,130.5,"4,251",4634,St Ferdinand
44780000800,4816 Maffitt Av,4,55,308,Residential,1 Story Brick Residence,990,25,133,"3,325",4816,Maffitt
18700000400,3730 Garfield Av,4,59,309,Residential,1 Story Brick Residence,"1,211",30.5,120,"3,660",3730,Garfield
18790000900,3630 Garfield Av,4,59,309,Residential,1 Story Brick Residence,"1,100",25,120,"3,000",3630,Garfield
36380000200,3958 Cote Brilliante Av,4,56,309,Residential,1 Story Brick Residence,"1,034",50,128.8,"6,259",3958,Cote Brilliante
36400000200,3966 North Market St,4,56,309,Residential,1 Story Brick Residence,640,25,123,"2,439",3966,North Market
36400000400,3960 North Market St,4,56,309,Residential,1 Story Brick Residence,640,25,123.66,"3,130",3960,North Market
36440200500,3918 Kennerly Av,4,56,309,Residential,2 Story Brick Residence,"1,440",25,100,"2,500",3918,Kennerly
36560000300,4052 Garfield Av,4,56,309,Residential,1 Story Brick Residence,"1,136",25,116.23,"2,844",4052,Garfield
36610000900,1722 Whittier St,4,57,309,Residential,2.5 Story Brick Residence,"1,496",25,134.66,"4,008",1722,Whittier
36790000600,4224 Garfield Av,4,57,309,Residential,1 Story Brick Residence,612,25,132,"3,434",4224,Garfield
36800001800,4211 Aldine Av,4,57,309,Residential,1 Story Brick Residence,969,25,132,"3,076",4211,Aldine
36820002000,4218 W Aldine Av,4,57,309,Residential,1 Story Brick Residence,"1,078",25,126.09,"3,844",4218,Aldine
36830001400,4230 W Cote Brilliante Av,4,57,309,Residential,1 Story Brick Residence,"1,152",29,132,"4,355",4230,Cote Brilliante
36830004900,4279 W Aldine Av,4,57,309,Residential,1 Story Brick Residence,836,25,132,"3,358",4279,Aldine
36840003600,4249 W Cote Brilliante Av,4,57,309,Residential,1 Story Brick Residence,"1,059",28,137.66,"3,945",4249,Cote Brilliante
36850001400,4244 W North Market St,4,57,309,Residential,1 Story Brick Residence **,587,25,130.6,"3,209",4244,North Market
36850003800,4227 W Garfield Av,4,57,309,Residential,1 Story Brick Residence,782,25,130.5,"3,263",4227,Garfield
36850003900,4229 W Garfield Av,4,57,309,Residential,1 Story Brick Residence,740,25,130.5,"3,315",4229,Garfield
36850004400,4243 W Garfield Av,4,57,309,Residential,1 Story Brick Residence,538,25,130.5,"3,268",4243,Garfield
36850005900,4279 W Garfield Av,4,57,309,Residential,1 Story Brick Residence,915,27.6,130.6,"3,551",4279,Garfield
36920003300,4345 Kennerly Av,4,57,309,Residential,1 Story Frame Residence **,783,25,145,"3,625",4345,Kennerly
36920004700,2710 N Newstead Av,4,57,309,Residential,2 Story Frame Residence,790,20,99.5,"1,990",2710,Newstead
36950002100,4317 North Market St,4,57,309,Residential,2 Story Frame Residence,"1,212",25,130.5,"3,731",4317,North Market
36950003500,4361 North Market St,4,57,309,Residential,1 Story Brick Residence,880,25,130.6,"3,178",4361,North Market
36980004500,4357 Aldine Av,4,57,309,Residential,1 Story Brick Residence,"1,012",26,132,"3,112",4357,Aldine
37030003300,4435 Garfield Av,4,57,309,Residential,1 Story Brick Residence,902,25,130.06,"3,225",4435,Garfield
37040001800,4406 St Ferdinand Av,4,57,309,Residential,1 Story Frame Residence **,800,20,130.5,"2,703",4406,St Ferdinand
37140001100,4602 St Louis Av,4,56,309,Residential,2 Story Brick Residence,"1,152",25,153.06,"3,422",4602,St Louis
37140004500,4559 Maffitt Av,4,56,309,Residential,1 Story Brick Residence,852,25,145,"3,625",4559,Maffitt
37170002500,4530 Cottage Av,4,56,309,Residential,1 Story Brick Residence,990,25,130.83,"3,272",4530,Cottage
37170002600,4528 Cottage Av,4,56,309,Residential,1 Story Brick Residence,990,25,130.81,"3,272",4528,Cottage
37170005700,4575 St Ferdinand Av,4,56,309,Residential,1 Story Frame Residence,720,25,130.83,"3,270",4575,St Ferdinand
37180000700,4592 St Ferdinand Av,4,56,309,Residential,2 Story Brick Residence,"1,408",32.5,130.5,"4,233",4592,St Ferdinand
37200003800,4525 Cote Brilliante Av,4,56,309,Residential,2 Story Brick Residence,"1,350",25,130.5,"3,213",4525,Cote Brilliante
37200004200,4537 Cote Brilliante Av,4,56,309,Residential,2 Story Brick Residence,"1,380",35,130.6,"3,921",4537,Cote Brilliante
37230000800,4574 Aldine Av,4,56,309,Residential,2 Story Frame Residence,"1,080",50.5,126.5,"6,388",4574,Aldine
36230001700,3120 Whittier St,4,56,310,Residential,1 Story Brick Residence,888,27.92,125.16,"3,377",3120,Whittier
36240004200,3111 N Sarah St,4,56,310,Residential,1 Story Brick Residence,987,33.33,115.5,"3,846",3111,Sarah
44400703600,4145 Ashland Av,4,56,310,Residential,1 Story Brick Residence,945,25,169,"4,225",4145,Ashland
44410702500,4127 Lexington Av,4,56,310,Residential,1 Story Frame Residence,769,25,179,"4,430",4127,Lexington
44410702700,4131 Lexington Av,4,56,310,Residential,1 Story Brick Residence,756,25,179,"4,475",4131,Lexington
44410800950,4103 W Lexington Av,4,56,310,Residential,1 Story Frame Residence,960,19.25,178.18,"3,515",4103,Lexington
44410902600,4251 Lexington Av,4,56,310,Residential,1 Story Brick Residence,773,30,180,"5,400",4251,Lexington
44410902700,4253 Lexington Av,4,56,310,Residential,1.5 Story Brick Residence,"1,380",25,180,"4,500",4253,Lexington
44670300600,3034 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,967,25,110,"2,368",3034,Rolla
44670301100,3048 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,638,25,110,"2,750",3048,Rolla
44670305000,3043 Whittier St,4,56,310,Residential,1 Story Brick Residence,638,25,118.7,"2,967",3043,Whittier
44670400800,3038 New Ashland Pl,4,56,310,Residential,1 Story Frame Residence,742,25,126.92,"3,564",3038,New Ashland
44670401300,3100 New Ashland Pl,4,56,310,Residential,1 Story Frame Residence,742,35,126.92,"4,413",3100,New Ashland
44670404300,3107 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,886,25,110,"2,750",3107,Rolla
44670404500,3051 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,798,25,110,"2,750",3051,Rolla
44670405000,3039 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,"1,012",50,110,"5,415",3039,Rolla
36200000100,3000 Vine Grove Av,4,56,320,Residential,2 Story Brick Residence,"1,350",27.66,95.42,"2,486",3000,Vine Grove
36200001000,3030 Vine Grove Av,4,56,320,Residential,2.5 Story Brick Residence,"1,350",25,190,"5,280",3030,Vine Grove
36200001300,3038 Vine Grove Av,4,56,320,Residential,1 Story Brick Residence,680,25,200,"3,835",3038,Vine Grove
36200002600,4326 Ashland Av,4,56,320,Residential,1 Story Brick Residence,860,24,100,"2,400",4326,Ashland
36200004100,3049 Clarence Av,4,56,320,Residential,1 Story Brick Residence,586,52.5,89.63,"4,210",3049,Clarence
36200004300,3037 Clarence Av,4,56,320,Residential,2 Story Brick and Frame Residence,"1,440",70,89.65,"6,274",3037,Clarence
44650003000,3117 Marnice Pl,4,56,320,Residential,1 Story Brick Residence,760,30,89.65,"2,474",3117,Marnice
15140001000,2750 Utah St,9,30,143,Residential,2 Story Brick Residence,"1,472",26,125,"3,120",2750,Utah
37900002600,5030 Ridge Av,18,51,238,Residential,2 Story Brick Residence,"1,408",25,115.5,"2,804",5030,Ridge
37900002900,5022 Ridge Av,18,51,238,Residential,2.5 Story Brick Residence,"1,408",25,112,"2,846",5022,Ridge
37900005000,5065 Minerva Av,18,51,238,Residential,2.5 Story Brick Residence,"1,408",25,132,"3,300",5065,Minerva
16360000200,3644 Oregon Av,20,19,141,Residential,1 Story Brick Residence,796,25,134.75,"3,369",3644,Oregon
16560002700,3823 Missouri Av,20,18,145,Residential,1 Story Brick Residence,800,25,115,"2,875",3823,Missouri
16560003500,3843 Missouri Av,20,18,145,Residential,1.5 Story Frame Residence,680,30,115,"3,450",3843,Missouri
17620001300,3848 Marine Av,20,18,145,Residential,1 Story Brick Residence,710,26.1,100,"2,764",3848,Marine
44060300600,4028 Cora Av,21,69,302,Residential,1 Story Brick Residence,"1,087",40,136.83,"5,476",4028,Cora
56690001300,4042 Dryden Av,21,69,302,Residential,2 Story Brick Residence,"1,220",25,102.62,"4,185",4042,Dryden
56690002800,4011 N Taylor Av,21,69,302,Residential,1 Story Brick Residence,"1,025",28.33,102,"2,889",4011,Taylor
35460000600,4514 Alice Av,21,68,305,Residential,1 Story Brick Residence,"1,138",29,125,"3,625",4514,Alice
35660002200,4117 W Penrose St,21,68,305,Residential,1 Story Brick Residence,756,25,140,"3,863",4117,Penrose
35660002500,4123 W Penrose St,21,68,305,Residential,1 Story Brick Residence,656,25,140,"3,828",4123,Penrose
35730302800,4214 Penrose St,21,68,305,Residential,1 Story Brick Residence,796,25,101,"2,525",4214,Penrose
35730302900,4212 Penrose St,21,68,305,Residential,1 Story Brick Residence,968,25,101.08,"2,527",4212,Penrose
35730303700,4146 W Penrose St,21,68,305,Residential,2 Story Frame Residence,"1,116",25,101,"2,525",4146,Penrose
35730304000,4138 W Penrose St,21,68,305,Residential,1.5 Story Frame Residence,869,30,101,"3,030",4138,Penrose
35730304400,4126 W Penrose St,21,68,305,Residential,1 Story Brick Residence,680,30,101,"3,030",4126,Penrose
35730304600,4120 W Penrose St,21,68,305,Residential,2 Story Brick Residence,636,25,101.08,"2,525",4120,Penrose
35730306200,4133 W Lee Av,21,68,305,Residential,1.5 Story Frame Residence,918,30,101,"3,033",4133,Lee
35730400700,4370 Penrose St,21,68,305,Residential,1.5 Story Brick Residence,660,25,101.08,"2,525",4370,Penrose
35760002500,4021 Lee Av,21,68,305,Residential,1 Story Brick Residence,"1,104",33.33,108.58,"3,430",4021,Lee
35960000500,4126 Hull Pl,21,68,305,Residential,1 Story Frame Residence,595,25,131.83,"3,378",4126,Hull
35970001800,4117 Hull Pl,21,68,305,Residential,2 Story Frame Residence,833,25,131.83,"3,025",4117,Hull
44110100700,4452 Kossuth Av,21,69,305,Residential,2 Story Brick and Frame Residence,"1,125",50,106.16,"5,048",4452,Kossuth
44110104600,4032 Camellia Av,21,69,305,Residential,1 Story Brick Residence,"1,045",50,117,"5,850",4032,Camellia
44120302200,4424 Lee Av,21,69,305,Residential,2 Story Brick Residence,"1,344",25,173.7,"3,984",4424,Lee
44120305000,4453 Kossuth Av,21,69,305,Residential,1 Story Brick Residence,784,25,158,"3,317",4453,Kossuth
44130000200,4496 Penrose St,21,69,305,Residential,1.5 Story Brick Residence,"1,164",28.5,101.08,"2,705",4496,Penrose
44130000300,4494 Penrose St,21,69,305,Residential,1.5 Story Brick Residence,"1,164",28.5,101.1,"2,892",4494,Penrose
