ParcelID,Address,Ward,Neigh,AssN,Usage,Description,BldgSF,Front,Side1,LotSF,Add#,Street Name,Latitude,Longitude
52000001800,5710 Kennerly Av,22,50,346,Residential,1 Story Frame Residence,919,37.5,105.0,"3,835",5710,Kennerly,38.6759457,-90.2744577
52010005300,5651 Kennerly Av,22,50,346,Residential,1 Story Frame Residence,706,27.6,105.0,"2,787",5651,Kennerly,38.6759476,-90.2736139
52010005900,5709 Kennerly Av,22,50,346,Residential,1 Story Frame Residence,793,50.0,105.0,"5,250",5709,Kennerly,38.6762648,-90.2741894
52010007100,5739 Kennerly Av,22,50,346,Residential,1 Story Frame Residence,851,25.0,105.0,"2,544",5739,Kennerly,38.6766504,-90.2751273
52020000100,5752 Terry Av,22,50,346,Residential,1 Story Frame Residence,691,30.0,131.1,"3,864",5752,Terry,38.677845,-90.274762
52430001800,5712 Roosevelt Pl,22,50,346,Residential,1 Story Frame Residence,797,25.0,117.5,"2,912",5712,Roosevelt,38.6782011,-90.2729902
52430002500,5658 Roosevelt Pl,22,50,346,Residential,1 Story Frame Residence,658,25.0,117.6,"2,981",5658,Roosevelt,38.6779895,-90.2724594
52430004500,2801 Clara Av,22,50,346,Residential,1 Story Frame Residence,"1,019",35.92,158.66,"5,699",2801,Clara,38.6767011,-90.27111300000001
52430006400,5711 Terry Av,22,50,346,Residential,1 Story Brick Residence,"1,080",30.0,135.0,"4,050",5711,Terry,38.6776683,-90.27321030000002
52440001300,5716 St Louis Av,22,50,346,Residential,1.5 Story Brick Residence,"1,075",30.6,136.75,"3,790",5716,St Louis,38.6789851,-90.2725265
52540000100,2712 Clara Av,22,50,346,Residential,1 Story Brick Residence,"1,153",49.0,108.0,"5,064",2712,Clara,38.67583010000001,-90.27130269999999
52540000500,5564 Powers Av,22,50,346,Residential,1.5 Story Brick Residence,792,35.0,108.0,"3,550",5564,Powers,38.6758358,-90.2708297
49910001100,5868 Cote Brilliante Av,22,50,347,Residential,2 Story Brick Residence,"1,320",25.0,117.8,"3,070",5868,Cote Brilliante,38.6746081,-90.2806107
49930002500,5816 Wabada Av,22,50,347,Residential,2 Story Brick Residence,"1,408",25.0,124.92,"2,958",5816,Wabada,38.675285,-90.278059
49950004700,5971 Highland Av,22,50,347,Residential,2 Story Brick Residence,"1,344",25.04,115.2,"2,884",5971,Highland,38.6785967,-90.2820279
49980003500,5921 Cote Brilliante Av,22,50,347,Residential,2 Story Brick Residence,"1,452",50.0,112.92,"5,678",5921,Cote Brilliante,38.6757356,-90.2820675
49980005100,5975 Cote Brilliante Av,22,50,347,Residential,2.5 Story Brick Residence,"1,496",25.0,112.88,"2,884",5975,Cote Brilliante,38.6765573,-90.2836583
50780000300,2617 Hodiamont Av,22,50,347,Residential,2 Story Brick Residence,"1,232",25.0,123.6,"3,087",2617,Hodiamont,38.679284,-90.28252979999999
55520004700,5869 Highland Av,22,50,347,Residential,1.5 Story Brick Residence,"1,300",30.0,127.5,"3,825",5869,Highland,38.677175,-90.278854
37940000300,5228 Wells Av,26,51,238,Residential,2 Story Brick Residence,"1,408",25.0,206.4,"5,071",5228,Wells,38.663915,-90.26802599999999
37970002000,1481 Union Blvd,26,78,239,Residential,1 Story Brick Residence,"1,286",25.0,180.0,"4,500",1481,Union,38.665408,-90.268647
53900002200,5742 Saloma Av,27,72,323,Residential,2 Story Frame Residence,630,50.0,127.5,"5,981",5742,Saloma,38.69733,-90.257019
53910100400,5752 Lillian Av,27,72,323,Residential,1 Story Frame Residence,850,50.0,127.5,"6,503",5752,Lillian,38.6981754,-90.2565216
53910101700,5709 Saloma Av,27,72,323,Residential,1 Story Frame Residence,868,50.0,127.5,"6,375",5709,Saloma,38.6973995,-90.2556781
54890001700,6311 Laura Av,27,76,323,Residential,1 Story Frame Residence,840,28.0,129.7,"3,904",6311,Laura,38.702663,-90.26315989999999
54560000500,5716 Acme Av,27,76,324,Residential,1 Story Frame Residence,848,30.0,115.0,"3,450",5716,Acme,38.7120497,-90.25670490000002
54560002200,5755 Goodfellow Blvd,27,76,324,Residential,1.5 Story Brick Residence,"1,125",34.3,138.11,"7,904",5755,Goodfellow,38.7127069,-90.2556048
55910002500,5727 Mimika Av,27,76,324,Residential,1.5 Story Frame Residence,884,35.0,116.5,"4,080",5727,Mimika,38.7100741,-90.2538654
57890001400,5578 Era Av,27,76,324,Residential,1 Story Frame Residence,850,37.0,122.5,"4,532",5578,Era,38.7090244,-90.2552748
53430003000,6011 Harney Av,27,76,325,Residential,1 Story Frame Residence,836,25.0,125.0,"3,298",6011,Harney,38.7065317,-90.2535147
53430003350,6029 Harney Av,27,76,325,Residential,2 Story Frame Residence,870,50.0,125.0,"6,250",6029,Harney,38.7067351,-90.25406470000001
53440000500,6056 Harney Av,27,76,325,Residential,1 Story Frame Residence,684,25.0,125.0,"3,310",6056,Harney,38.706816,-90.2551431
53440002400,6000 Harney Av,27,76,325,Residential,1 Story Frame Residence,"1,020",25.0,125.0,"3,201",6000,Harney,38.7059954,-90.25346599999999
53440003600,6033 Emma Av,27,76,325,Residential,1 Story Frame Residence,646,25.0,125.0,"2,972",6033,Emma,38.7060276,-90.2547706
53450001000,6040 Emma Av,27,76,325,Residential,2 Story Frame Residence,"1,080",25.0,125.0,"3,125",6040,Emma,38.7058425,-90.2552106
53450002000,6008 Emma Av,27,76,325,Residential,1 Story Frame Residence,798,25.0,125.0,"3,125",6008,Emma,38.7054251,-90.25421140000002
53450003300,6031 Lucille Av,27,76,325,Residential,1 Story Frame Residence,893,25.0,125.0,"3,268",6031,Lucille,38.7052422,-90.2552523
53450003400,6033 Lucille Av,27,76,325,Residential,1 Story Frame Residence,"1,188",25.0,125.0,"3,230",6033,Lucille,38.7052487,-90.25533899999999
53450003500,6037 Lucille Av,27,76,325,Residential,1.5 Story Frame Residence,832,50.0,125.0,"6,250",6037,Lucille,38.7053508,-90.25546729999999
53460000700,6050 Lucille Av,27,76,325,Residential,1 Story Frame Residence,874,25.0,125.0,"3,125",6050,Lucille,38.7052062,-90.2560724
53460003250,6033 Thekla Av,27,76,325,Residential,1 Story Brick Residence,760,25.0,125.0,"3,206",6033,Thekla,38.7044801,-90.25589819999999
53460003800,6051 Thekla Av,27,76,325,Residential,1 Story Frame Residence,608,25.0,125.0,"2,979",6051,Thekla,38.7047143,-90.2564391
53460004200,6065 Thekla Av,27,76,325,Residential,1 Story Brick Residence,"1,014",35.0,125.0,"4,386",6065,Thekla,38.7049306,-90.2568508
53470002200,6010 Thekla Av,27,76,325,Residential,1.5 Story Frame Residence,"1,499",50.0,125.0,"6,474",6010,Thekla,38.703898,-90.2553573
53470003400,6037 Garesche Av,27,76,325,Residential,1 Story Frame Residence,798,25.0,125.0,"3,125",6037,Garesche,38.7037318,-90.2565307
53470003500,6039 Garesche Av,27,76,325,Residential,1 Story Frame Residence,798,25.0,125.0,"2,982",6039,Garesche,38.7037827,-90.25663159999999
53480002700,5919 Theodore Av,27,76,325,Residential,1 Story Frame Residence,760,25.0,125.0,"3,125",5919,Theodore,38.7023216,-90.2556506
53480002850,5927 Theodore Av,27,76,325,Residential,1 Story Brick Residence,864,25.0,125.0,"3,125",5927,Theodore,38.7024234,-90.255889
53490001000,5972 Theodore Av,27,76,325,Residential,1 Story Brick Residence,817,25.0,125.0,"3,125",5972,Theodore,38.7028085,-90.2576125
53490003500,5925 Lalite Av,27,76,325,Residential,1 Story Frame Residence,672,25.0,125.0,"3,049",5925,Lalite,38.7018279,-90.2568241
53490004600,5973 Lalite Av,27,76,325,Residential,1.5 Story Frame Residence,588,30.0,125.0,"3,740",5973,Lalite,38.7024694,-90.2582451
53500001000,5948 Lalite Av,27,76,325,Residential,1 Story Frame Residence,"1,134",40.0,125.0,"5,000",5948,Lalite,38.7018704,-90.2578217
53500001700,5922 Lalite Av,27,76,325,Residential,1 Story Brick Residence,642,25.0,125.0,"3,011",5922,Lalite,38.7015264,-90.25704019999999
53500003900,5969 Sherry Av,27,76,325,Residential,2 Story Frame Residence,"1,008",50.0,125.0,"6,250",5969,Sherry,38.7018152,-90.25913410000001
53520001200,5916 Laura Av,27,76,325,Residential,1 Story Frame Residence,640,25.0,120.0,"3,000",5916,Laura,38.7002681,-90.2588411
53560000900,5922 Thekla Av,27,76,325,Residential,2 Story Frame Residence,774,25.0,125.0,"3,064",5922,Thekla,38.703227,-90.2541619
53580001000,5936 Emma Av,27,76,325,Residential,2 Story Frame Residence,"1,334",50.0,125.0,"6,250",5936,Emma,38.704865,-90.25297379999999
53590000700,5952 Harney Av,27,76,325,Residential,1 Story Frame Residence,608,25.0,125.0,"3,146",5952,Harney,38.7056866,-90.2527726
53590002900,5925 Emma Av,27,76,325,Residential,1 Story Brick Residence,945,25.0,125.0,"3,125",5925,Emma,38.7050604,-90.2525247
53600004300,5967 Harney Av,27,76,325,Residential,1 Story Frame Residence,840,24.6,125.0,"2,958",5967,Harney,38.7062566,-90.2529555
54910000200,6176 Laura Av,27,76,325,Residential,1 Story Frame Residence,792,30.0,116.66,"3,282",6176,Laura,38.7018565,-90.2626689
57840000100,5616 Hiller Pl,27,76,325,Residential,1 Story Brick Residence,924,25.0,103.48,"2,016",5616,Hiller,38.707679,-90.25289130000002
57860000200,5624 Mimika Av,27,76,325,Residential,1.5 Story Brick Residence,726,45.0,110.11,"4,892",5624,Mimika,38.708535,-90.2544681
52910000800,4922 Beacon Av,27,72,326,Residential,1 Story Frame Residence,891,30.0,121.92,"3,930",4922,Beacon,38.6931771,-90.2538355
52930004500,4911 Emerson Av,27,72,326,Residential,2 Story Frame Residence,"1,051",30.0,125.0,"4,019",4911,Emerson,38.69113309999999,-90.2524972
53170000500,4706 Beacon Av,27,72,326,Residential,1 Story Frame Residence,738,30.0,121.96,"3,658",4706,Beacon,38.6916767,-90.2566958
53170001300,4730 Beacon Av,27,72,326,Residential,2 Story Frame Residence,990,30.0,121.0,"3,738",4730,Beacon,38.6920364,-90.2560082
53170002720,4772 Beacon Av,27,72,326,Residential,2 Story Frame Residence,686,30.0,121.96,"3,658",4772,Beacon,38.692589,-90.254808
53180000500,4532 Davison Av,27,72,326,Residential,1 Story Brick Residence,868,25.0,125.0,"3,357",4532,Davison,38.69106499999999,-90.255635
53180000700,4538 Davison Av,27,72,326,Residential,2 Story Brick Residence,855,25.0,125.0,"3,125",4538,Davison,38.69118599999999,-90.255414
53200002050,4972 Genevieve Av,27,72,326,Residential,1 Story Frame Residence,912,30.0,125.0,"3,868",4972,Genevieve,38.6947549,-90.2530105
53200002800,4961 Beacon Av,27,72,326,Residential,1 Story Brick Residence,696,25.0,125.0,"3,125",4961,Beacon,38.6940794,-90.2530105
53970000400,4912 Plover Av,27,72,326,Residential,1 Story Frame Residence,572,30.0,138.5,"4,155",4912,Plover,38.695246,-90.256022
53980001300,4950 Wren Av,27,72,326,Residential,1 Story Brick Residence,"1,277",50.0,138.5,"6,885",4950,Wren,38.6966215,-90.2558248
54830000700,4718 Plover Av,27,72,326,Residential,1 Story Brick Residence,694,45.0,138.5,"6,004",4718,Plover,38.694011,-90.258298
54830002700,4771 Thrush Av,27,72,326,Residential,1 Story Frame Residence,857,30.0,138.0,"4,140",4771,Thrush,38.6943688,-90.25641159999999
55490003200,4761 Plover Av,27,72,326,Residential,1 Story Frame Residence,720,30.0,138.5,"3,821",4761,Plover,38.6950161,-90.25748019999999
55590000100,4900 Arlington Av,27,71,326,Residential,1 Story Brick Residence,"1,250",30.0,125.0,"3,326",4900,Arlington,38.6904096,-90.251058
55590003600,4933 Claxton Av,27,71,326,Residential,2 Story Frame Residence,"1,088",25.0,125.0,"3,128",4933,Claxton,38.6904534,-90.24970139999999
56710001000,4712 Genevieve Av,27,72,326,Residential,2 Story Frame Residence,918,30.0,125.0,"3,750",4712,Genevieve,38.6924433,-90.257145
56710002300,4752 Genevieve Av,27,72,326,Residential,1 Story Frame Residence,980,30.0,125.0,"3,750",4752,Genevieve,38.69307,-90.25601730000001
56720103000,4776 Thrush Av,27,72,326,Residential,1 Story Frame Residence,"1,032",30.0,125.0,"3,697",4776,Thrush,38.694124,-90.2560448
56720104000,4751 Genevieve Av,27,72,326,Residential,2 Story Frame Residence,864,30.0,125.0,"3,914",4751,Genevieve,38.6933455,-90.2563749
56720105300,4709 Genevieve Av,27,72,326,Residential,2 Story Frame Residence,904,30.0,125.0,"3,750",4709,Genevieve,38.6926572,-90.25757589999999
50820002400,5476 Claxton Av,27,71,327,Residential,1 Story Brick Residence,819,30.0,125.0,"3,807",5476,Claxton,38.6953227,-90.2401543
51210003000,5249 Plover Av,27,72,327,Residential,1 Story Frame Residence,840,50.0,138.5,"6,995",5249,Plover,38.6988435,-90.2504347
51230001400,5252 Gilmore Av,27,72,327,Residential,1 Story Frame Residence,720,50.0,138.6,"6,938",5252,Gilmore,38.7010092,-90.252158
51270000700,5424 Gilmore Av,27,72,327,Residential,1 Story Frame Residence,797,50.0,138.5,"7,873",5424,Gilmore,38.70193769999999,-90.25044229999999
51270001200,5448 Gilmore Av,27,72,327,Residential,1 Story Brick Residence,722,25.0,138.5,"3,463",5448,Gilmore,38.702241,-90.249669
51280001300,5454 Oriole Av,27,72,327,Residential,1 Story Frame Residence,968,29.0,140.0,"3,701",5454,Oriole,38.7031721,-90.2503339
51280001600,5462 Oriole Av,27,72,327,Residential,1 Story Frame Residence,912,30.0,140.0,"4,200",5462,Oriole,38.703316,-90.2500589
51280001800,5468 Oriole Av,27,72,327,Residential,2 Story Frame Residence,954,30.0,140.0,"3,995",5468,Oriole,38.7033879,-90.24992139999999
51280002300,5475 Gilmore Av,27,72,327,Residential,1 Story Brick Residence,816,37.5,138.5,"4,265",5475,Gilmore,38.7030311,-90.2492706
51290001000,5434 Partridge Av,27,72,327,Residential,1 Story Brick Residence,"1,045",50.0,140.0,"7,000",5434,Partridge,38.7036813,-90.25148879999999
51350001650,5541 Gilmore Av,27,72,327,Residential,1 Story Brick Residence,"1,125",54.75,50.0,"2,737",5541,Gilmore,38.7038736,-90.2476391
51380001900,5056 Alcott Av,27,72,327,Residential,1 Story Frame Residence,511,25.0,125.0,"3,125",5056,Alcott,38.693633,-90.248943
51380003400,5053 Emerson Av,27,72,327,Residential,2 Story Frame Residence,912,40.0,125.0,"4,492",5053,Emerson,38.6930802,-90.24878919999999
52320002000,5056 Beacon Av,27,72,327,Residential,1 Story Brick Residence,805,50.0,121.1,"5,987",5056,Beacon,38.6951085,-90.2503522
52320003500,5037 Davison Av,27,72,327,Residential,1 Story Frame Residence,664,30.0,121.5,"3,787",5037,Davison,38.694411,-90.2506329
53220001100,5048 Thrush Av,27,72,327,Residential,1 Story Frame Residence,864,30.0,125.0,"3,750",5048,Thrush,38.69634200000001,-90.251886
53220002500,5059 Genevieve Av,27,72,327,Residential,1 Story Frame Residence,648,37.5,125.0,"4,687",5059,Genevieve,38.6960993,-90.25124129999999
53220002900,5045 Genevieve Av,27,72,327,Residential,1 Story Frame Residence,691,30.0,125.0,"3,750",5045,Genevieve,38.6959449,-90.2516172
53230002000,5070 Genevieve Av,27,72,327,Residential,1 Story Brick Residence,820,25.0,125.0,"3,354",5070,Genevieve,38.6960596,-90.2506547
53230002500,5071 Beacon Av,27,72,327,Residential,1 Story Frame Residence,836,25.0,125.0,"3,266",5071,Beacon,38.69558370000001,-90.25026199999999
53230003400,5037 Beacon Av,27,72,327,Residential,1 Story Frame Residence,768,30.0,125.0,"3,856",5037,Beacon,38.69506579999999,-90.2511955
53230004100,5015 Beacon Av,27,72,327,Residential,1 Story Frame Residence,"1,128",30.0,125.0,"3,750",5015,Beacon,38.6947778,-90.25185549999999
53230004200,5011 Beacon Av,27,72,327,Residential,1 Story Frame Residence,868,30.0,125.0,"3,468",5011,Beacon,38.6946957,-90.25194719999999
53300000800,5324 Emerson Av,27,71,327,Residential,1 Story Brick Residence,816,28.0,122.42,"3,428",5324,Emerson,38.6943993,-90.245772
53300001400,5344 Emerson Av,27,71,327,Residential,1 Story Brick Residence,"1,364",30.0,121.9,"3,659",5344,Emerson,38.6946906,-90.2452625
53940002000,5138 Robin Av,27,72,327,Residential,1 Story Brick Residence,"1,005",25.0,138.0,"1,800",5138,Robin,38.6992368,-90.2531388
53940003200,5017 Wren Av,27,72,327,Residential,1 Story Frame Residence,760,25.0,138.6,"3,209",5017,Wren,38.698002,-90.2541224
53950000700,5032 Wren Av,27,72,327,Residential,2 Story Frame Residence,"1,440",50.0,138.6,"6,849",5032,Wren,38.6978957,-90.25340469999999
53950002200,5041 Plover Av,27,72,327,Residential,1 Story Frame Residence,816,30.0,138.5,"4,155",5041,Plover,38.6975697,-90.252708
53950002700,5015 Plover Av,27,72,327,Residential,1 Story Frame Residence,"1,000",50.0,138.5,"6,532",5015,Plover,38.6972508,-90.2534688
53960003100,5007 Thrush Av,27,72,327,Residential,1 Story Frame Residence,798,50.0,138.28,"6,912",5007,Thrush,38.69629,-90.2529555
54140001900,5342 Oriole Av,27,72,327,Residential,2 Story Frame Residence,"1,056",30.0,136.16,"4,080",5342,Oriole,38.7021037,-90.25231380000001
54140003200,5247 Gilmore Av,27,72,327,Residential,1.5 Story Stucco Residence,864,25.0,142.33,"3,558",5247,Gilmore,38.7011693,-90.25257300000001
55250000600,5518 Genevieve Av,27,72,327,Residential,1 Story Frame Residence,779,25.0,125.0,"3,125",5518,Genevieve,38.699158,-90.24472999999999
55270002500,5454 Beacon Av,27,72,327,Residential,1 Story Frame Residence,640,50.0,121.5,"6,176",5454,Beacon,38.6976161,-90.2453294
55270002700,5462 Beacon Av,27,72,327,Residential,2 Story Brick Residence,648,25.0,121.5,"2,772",5462,Beacon,38.6976983,-90.24512779999999
55270003000,5476 Beacon Av,27,72,327,Residential,1 Story Brick Residence,760,25.0,121.5,"3,173",5476,Beacon,38.6980774,-90.2449353
55280000400,5412 Genevieve Av,27,72,327,Residential,1 Story Brick Residence,"1,012",25.0,125.0,"3,086",5412,Genevieve,38.6978369,-90.24738239999999
55280003200,5473 Beacon Av,27,72,327,Residential,1 Story Frame Residence,800,25.0,125.0,"3,125",5473,Beacon,38.698271,-90.2453294
55290003200,5459 Genevieve Av,27,72,327,Residential,1 Story Brick Residence,760,25.0,125.0,"3,530",5459,Genevieve,38.6988192,-90.2463373
55290003800,5443 Genevieve Av,27,72,327,Residential,1 Story Brick Residence,864,25.0,125.0,"3,125",5443,Genevieve,38.6986005,-90.2467777
55290004200,5433 Genevieve Av,27,72,327,Residential,1 Story Brick Residence,740,25.0,125.0,"3,122",5433,Genevieve,38.698496,-90.247078
55300004600,5223 Genevieve Av,27,72,327,Residential,1 Story Brick Residence,800,25.0,125.0,"3,073",5223,Genevieve,38.6968901,-90.24989389999999
55300005000,5209 Genevieve Av,27,72,327,Residential,1.5 Story Frame Residence,576,25.0,125.0,"3,125",5209,Genevieve,38.6966847,-90.2502422
55310000900,5230 Genevieve Av,27,72,327,Residential,1 Story Brick Residence,672,25.0,125.0,"3,222",5230,Genevieve,38.6967684,-90.2493623
55310002400,5278 Genevieve Av,27,72,327,Residential,1 Story Brick Residence,"1,012",25.0,125.0,"3,681",5278,Genevieve,38.6974679,-90.24791379999999
55320001800,5262 Beacon Av,27,72,327,Residential,1 Story Frame Residence,900,25.0,121.3,"3,030",5262,Beacon,38.6965007,-90.24775369999999
55320001900,5264 Beacon Av,27,72,327,Residential,2 Story Frame Residence,"1,496",25.0,121.3,"3,032",5264,Beacon,38.69649,-90.247648
55560001000,5024 Emerson Av,27,71,327,Residential,1 Story Frame Residence,836,25.0,122.25,"3,056",5024,Emerson,38.6926965,-90.248849
55560001200,5028 Emerson Av,27,71,327,Residential,1.5 Story Frame Residence,774,37.6,123.2,"4,337",5028,Emerson,38.6927889,-90.2487115
55560001300,5032 Emerson Av,27,71,327,Residential,1 Story Frame Residence,969,37.5,123.16,"4,474",5032,Emerson,38.6928711,-90.2485648
55560002700,5076 Emerson Av,27,71,327,Residential,2 Story Frame Residence,872,37.5,122.5,"4,594",5076,Emerson,38.6933651,-90.24724499999999
55560004900,5063 Arlington Av,27,71,327,Residential,1.5 Story Frame Residence,"1,240",50.0,125.0,"6,250",5063,Arlington,38.6928326,-90.2473916
55560005700,5035 Arlington Av,27,71,327,Residential,1.5 Story Brick Residence,"1,266",25.0,129.0,"3,225",5035,Arlington,38.692411,-90.24817070000002
55570000950,5028 Arlington Av,27,71,327,Residential,1 Story Brick Residence,"1,200",37.6,125.0,"4,501",5028,Arlington,38.6919795,-90.24808630000001
55570001000,5032 Arlington Av,27,71,327,Residential,1 Story Brick Residence,"1,200",37.6,125.0,"4,599",5032,Arlington,38.692039,-90.24798229999999
55570003900,5079 Claxton Av,27,71,327,Residential,1 Story Frame Residence,560,25.0,125.0,"3,001",5079,Claxton,38.6923848,-90.24621839999999
55570004800,5055 Claxton Av,27,71,327,Residential,1 Story Frame Residence,967,25.0,125.0,"3,125",5055,Claxton,38.6919842,-90.2469242
55570005500,5035 Claxton Av,27,71,327,Residential,1 Story Brick Residence,844,25.0,125.0,"3,125",5035,Claxton,38.6916763,-90.2475049
55570005800,5027 Claxton Av,27,71,327,Residential,1.5 Story Frame Residence,760,25.0,125.0,"3,178",5027,Claxton,38.6915581,-90.2477366
55680002200,5270 Alcott Av,27,72,327,Residential,2 Story Brick Residence,"1,080",30.0,125.0,"3,750",5270,Alcott,38.695199,-90.24626429999999
55680003400,5251 Emerson Av,27,72,327,Residential,1 Story Brick Residence,840,30.0,125.0,"3,750",5251,Emerson,38.6944324,-90.2464877
55680003500,5249 Emerson Av,27,72,327,Residential,1 Story Brick Residence,960,30.0,125.0,"3,750",5249,Emerson,38.694349,-90.24654840000001
55690000100,5202 Davison Av,27,72,327,Residential,2 One Story Frame Residences,936,45.0,125.0,"5,300",5202,Davison,38.6948762,-90.2488948
55690000200,5204 Davison Av,27,72,327,Residential,1 Story Frame Residence,768,30.0,125.0,"3,750",5204,Davison,38.6949173,-90.24882149999999
55690000400,5210 Davison Av,27,72,327,Residential,1.5 Story Frame Residence,720,30.0,125.0,"3,750",5210,Davison,38.6949996,-90.2486381
55690000500,5214 Davison Av,27,72,327,Residential,1 Story Frame Residence,768,30.0,125.0,"3,612",5214,Davison,38.6950407,-90.2485648
56310000400,5516 Alcott Av,27,72,327,Residential,1 Story Frame Residence,841,30.0,125.0,"3,750",5516,Alcott,38.6969726,-90.2428012
56310001100,5540 Alcott Av,27,72,327,Residential,1 Story Frame Residence,912,30.0,125.0,"3,750",5540,Alcott,38.6973468,-90.24210910000001
56310001300,5420 W Florissant Av,27,72,327,Residential,1.5 Story Frame Residence,988,35.0,125.0,"4,513",5420,Florissant,38.6975189,-90.24186619999999
56320001900,5541 Alcott Av,27,72,327,Residential,1 Story Brick Residence,944,30.0,125.0,"4,435",5541,Alcott,38.6977667,-90.2424714